time,open,high,low,close,tick_volume,spread,real_volume,ema_10,ema_20,ema_30,ema_40,ema_50,upper_band,middle_band,lower_band,signal
2023-10-24 12:00:00,1.06497,1.0651,1.06122,1.06158,14720,0,0,1.0633648884839741,1.0613146802279028,1.0599176725329271,1.0589477695402474,1.058240876886834,1.0683659614353327,1.0605965000000004,1.052827038564668,hold
2023-10-24 16:00:00,1.06157,1.06243,1.05829,1.05866,24104,0,0,1.0625094542141607,1.061061853539531,1.0598365323695125,1.0589337320016985,1.0582573130873505,1.0679880201791097,1.0608520000000004,1.053715979820891,hold
2023-10-24 20:00:00,1.05867,1.05941,1.05844,1.05886,7136,0,0,1.061845917084313,1.0608521532024329,1.0597735302811568,1.0589301353186888,1.0582809478682387,1.0679571315390637,1.0609145000000004,1.0538718684609372,hold
2023-10-25 00:00:00,1.05895,1.05986,1.05833,1.05924,5438,0,0,1.0613721139780743,1.0606986148022013,1.0597391089726953,1.0589452506689967,1.0583185577557588,1.0679540309374482,1.0608955000000004,1.0538369690625526,hold
2023-10-25 04:00:00,1.05924,1.06063,1.05915,1.0606,7197,0,0,1.0612317296184244,1.0606892229162774,1.0597946503292957,1.0590259701485576,1.0584080260790625,1.0679655318119003,1.0610185000000003,1.0540714681881003,hold
2023-10-25 08:00:00,1.06061,1.06065,1.05782,1.05851,11099,0,0,1.0607368696878017,1.060481677876632,1.0597117696628895,1.059000800873018,1.0584120250563542,1.0679313279848548,1.0610650000000004,1.054198672015146,hold
2023-10-25 12:00:00,1.0585,1.0585,1.05658,1.05748,12773,1,0,1.0601447115627467,1.0601958037931432,1.0595677845233484,1.058926615464578,1.0583754750541443,1.0679329461928575,1.0610635000000002,1.0541940538071428,hold
2023-10-25 16:00:00,1.05749,1.05955,1.05667,1.05744,23472,1,0,1.0596529458240653,1.0599333462890344,1.0594305081024873,1.0588540976370375,1.0583387897579033,1.0679786600036212,1.0609975000000003,1.0540163399963793,hold
2023-10-25 20:00:00,1.05744,1.05764,1.05653,1.05664,10265,0,0,1.0591051374924172,1.0596196942615073,1.0592504753216818,1.0587460928742551,1.058272170551711,1.0680602011303333,1.0609130000000002,1.0537657988696671,hold
2023-10-26 00:00:00,1.05668,1.0569,1.05575,1.05595,4294,0,0,1.0585314761301594,1.0592701995699352,1.0590375414299604,1.0586096980999014,1.0581811050398793,1.0681891996200248,1.0607650000000002,1.0533408003799756,hold
2023-10-26 04:00:00,1.05594,1.05612,1.05412,1.05454,6780,0,0,1.057805753197403,1.0588197043727985,1.0587473774667373,1.0584111762413695,1.058038316606943,1.0684143343668189,1.0605265000000001,1.0526386656331814,hold
2023-10-26 08:00:00,1.05454,1.05523,1.05328,1.05452,13164,1,0,1.0572083435251478,1.058410208718246,1.0584746434366252,1.0582213627661807,1.0579003434066707,1.0685996124033166,1.060318,1.0520363875966836,hold
2023-10-26 12:00:00,1.05452,1.05587,1.05218,1.05586,18964,0,0,1.056963190156939,1.0581673316974607,1.0583059567632946,1.0581061743385622,1.0578203299397424,1.068660482785542,1.0602300000000002,1.0517995172144585,hold
2023-10-26 16:00:00,1.05599,1.05603,1.05249,1.05283,22171,2,0,1.0562117010374954,1.0576590143929405,1.0579526692301788,1.0578487999805837,1.0576246307264192,1.0688853168567642,1.059859,1.050832683143236,hold
2023-10-26 20:00:00,1.05285,1.05645,1.05281,1.05615,9722,2,0,1.0562004826670415,1.05751529873647,1.0578363679895222,1.057765931688848,1.0575668020704811,1.068769313785463,1.059618,1.0504666862145369,hold
2023-10-27 00:00:00,1.05564,1.05656,1.05528,1.05577,4275,0,0,1.0561222130912158,1.0573490798091871,1.0577030539256822,1.0576685691674408,1.0574963392441878,1.0678129106901995,1.0590835,1.0503540893098007,hold
2023-10-27 04:00:00,1.05576,1.05676,1.05522,1.0567,4514,0,0,1.0562272652564493,1.0572872626845027,1.0576383407691867,1.0576213218909802,1.0574651102542196,1.0665706738900615,1.058572,1.0505733261099386,hold
2023-10-27 08:00:00,1.0567,1.05698,1.0552,1.05619,9416,0,0,1.0562204897552765,1.0571827614764548,1.0575448994292391,1.0575515013109325,1.0574151059305248,1.065019296649779,1.058021,1.0510227033502213,hold
2023-10-27 12:00:00,1.05619,1.05693,1.05353,1.05559,12422,0,0,1.056105855254317,1.0570310699072687,1.0574187768854173,1.0574558183201552,1.0573435331489356,1.062806534788219,1.057406,1.0520054652117812,hold
2023-10-27 16:00:00,1.05559,1.05969,1.05554,1.0582799999999999,23151,2,0,1.0565011542989866,1.057150015630386,1.0574743396670032,1.0574960223045378,1.0573802573391733,1.0612290022535193,1.0570695,1.0529099977464809,hold
2023-10-27 20:00:00,1.05829,1.0583,1.05573,1.0564,11756,0,0,1.0564827626082618,1.057078585570349,1.0574050274304225,1.0574425578018773,1.0573418158748922,1.0604235124547519,1.0568105,1.0531974875452483,hold
2023-10-30 00:00:00,1.05647,1.05668,1.0555,1.05636,5131,0,0,1.0564604421340325,1.0570101488493635,1.0573376063058793,1.0573897501042246,1.057303313291563,1.0602108120768166,1.0566955000000002,1.053180187923184,hold
2023-10-30 04:00:00,1.05635,1.05656,1.05582,1.05614,3276,0,0,1.0564021799278447,1.0569272775303764,1.0572603413829194,1.0573287866845062,1.057257693162482,1.0599370936698786,1.0565595,1.0531819063301215,hold
2023-10-30 08:00:00,1.05615,1.0586,1.0547,1.05823,11226,0,0,1.0567345108500548,1.0570513463370073,1.0573229000033761,1.0573727483096522,1.0572958228423848,1.0597523063376098,1.0565090000000001,1.0532656936623905,hold
2023-10-30 12:00:00,1.05823,1.06148,1.05733,1.06093,15355,0,0,1.0574973270591357,1.057420741923959,1.0575556161321906,1.0575462727823521,1.057438339593664,1.0598541241902704,1.0565255,1.0531968758097296,hold
2023-10-30 16:00:00,1.06094,1.0625,1.05908,1.06113,15909,0,0,1.0581578130483837,1.0577740045978676,1.0577862215430172,1.0577210887441886,1.0575831105899909,1.0604596212179829,1.0566565,1.0528533787820173,hold
2023-10-30 20:00:00,1.06114,1.06215,1.06101,1.0614,4522,0,0,1.0587473015850413,1.0581193374933089,1.058019368540242,1.0579005478298378,1.0577327925276383,1.0611739112277438,1.0568525000000002,1.0525310887722565,hold
2023-10-31 00:00:00,1.0614,1.0617,1.06031,1.06095,5038,1,0,1.059147792205943,1.0583889243987081,1.0582084415376458,1.058049301594236,1.0578589575265547,1.0617013568236198,1.057028,1.0523546431763804,hold
2023-10-31 04:00:00,1.06096,1.06111,1.05904,1.05985,7125,0,0,1.059275466350317,1.058528074455974,1.058314348535217,1.0581371405408586,1.0579370376235524,1.062015491920501,1.0571885,1.0523615080794992,hold
2023-10-31 08:00:00,1.05985,1.06749,1.05941,1.06684,15562,0,0,1.0606508361048048,1.0593196864125478,1.058864390565203,1.058561670270573,1.058286173403021,1.0640920442678439,1.057733,1.0513739557321562,hold
2023-10-31 12:00:00,1.06684,1.06704,1.06012,1.06039,23250,2,0,1.0606034113584766,1.0594216210399243,1.0589628169803513,1.0586508570866424,1.058368676406824,1.0643078641249768,1.0580255,1.0517431358750233,hold
2023-10-31 16:00:00,1.06038,1.06156,1.05575,1.05749,27169,2,0,1.0600373365660263,1.0592376571313602,1.0588677965300062,1.0585942299116842,1.0583342185085174,1.0642550801670259,1.0581740000000002,1.0520929198329745,hold
2023-10-31 20:00:00,1.05749,1.05855,1.05704,1.05752,6260,1,0,1.059579639008567,1.0590740707378974,1.0587808419151672,1.0585418284525776,1.0583022883709285,1.064254216354125,1.0582570000000002,1.0522597836458754,hold
2023-11-01 00:00:00,1.05769,1.05804,1.0567,1.05689,5447,0,0,1.059090613734282,1.0588660640009548,1.0586588521141886,1.058461251454891,1.058246904513245,1.0639631845324748,1.0584600000000002,1.0529568154675255,hold
2023-11-01 04:00:00,1.05688,1.05737,1.05651,1.05678,6010,0,0,1.0586705021462306,1.0586673912389593,1.0585376358487573,1.0583792391887987,1.058189378846059,1.063948452537751,1.0584915000000001,1.0530345474622493,hold
2023-11-01 08:00:00,1.05678,1.05775,1.05453,1.05491,11271,1,0,1.0579867744832794,1.0583095444542965,1.058303594826257,1.0582100080088575,1.0580607757540568,1.0640032323065798,1.0584485000000003,1.052893767693421,hold
2023-11-01 12:00:00,1.05491,1.05574,1.05215,1.05309,19348,0,0,1.0570964518499557,1.0578124449824586,1.0579672338697241,1.0579602515206206,1.0578658433715449,1.0642559866396095,1.0582680000000004,1.0522800133603913,hold
2023-11-01 16:00:00,1.05322,1.05708,1.05274,1.05336,23466,1,0,1.0564170969681457,1.0573884026031768,1.0576699929749034,1.0577358490074196,1.0576891436314844,1.0644296715030344,1.0581265000000004,1.0518233284969665,hold
2023-11-01 20:00:00,1.05337,1.05757,1.05166,1.05687,30573,1,0,1.0564994429739374,1.057339030926684,1.0576183805249095,1.0576936124704723,1.0576570203518183,1.0644148537011087,1.0581905000000005,1.0519661462988923,hold
2023-11-02 00:00:00,1.05683,1.06019,1.05683,1.05976,7298,3,0,1.0570922715241304,1.0575695994098568,1.0577565495233026,1.0577944118621567,1.057739490141943,1.0645264277381663,1.0582645000000004,1.0520025722618345,hold
2023-11-02 04:00:00,1.05975,1.0602,1.05932,1.05971,4840,0,0,1.0575682221561067,1.0577734470851086,1.0578825785863153,1.057887855185954,1.0578167650383374,1.0646609549827597,1.0584300000000004,1.0521990450172412,hold
2023-11-02 08:00:00,1.0597,1.06246,1.05911,1.06236,14904,1,0,1.05843945449136,1.0582102616484317,1.0581714444839725,1.0581060085915173,1.0579949311152654,1.065109404360855,1.0587300000000002,1.0523505956391452,hold
2023-11-02 12:00:00,1.06237,1.06675,1.06209,1.06477,23084,1,0,1.0595904627656583,1.0588349986342953,1.058597157743071,1.0584310813431506,1.0582606200911375,1.0659369506122327,1.0591615000000003,1.052386049387768,hold
2023-11-02 16:00:00,1.06476,1.06479,1.06104,1.06282,17125,0,0,1.0601776513537204,1.0592145225738863,1.058869599179002,1.0586451749361676,1.0584394193032498,1.0663335813642885,1.0593910000000002,1.052448418635712,hold
2023-11-02 20:00:00,1.06281,1.06322,1.06141,1.062,6724,0,0,1.060508987471226,1.059479806138278,1.0590715605222922,1.0588088249392813,1.0585790499188086,1.0664499021297007,1.0594445000000003,1.0524390978703,hold
2023-11-03 00:00:00,1.062,1.06224,1.06145,1.06219,3700,0,0,1.060814626112821,1.0597379198393944,1.0592727501660153,1.0589737603080969,1.0587206558043456,1.0665688361535919,1.0594975000000004,1.052426163846409,hold
2023-11-03 04:00:00,1.06218,1.06314,1.06211,1.06297,3648,0,0,1.0612065122741263,1.0600457369975473,1.0595112824133692,1.0591686988296531,1.0588872967531948,1.066763968836621,1.0595760000000005,1.05238803116338,hold
2023-11-03 08:00:00,1.06297,1.06483,1.06197,1.06479,11050,1,0,1.0618580554970125,1.0604975715692095,1.0598518448383132,1.0594429086428407,1.0591187753118931,1.0672899029505492,1.0597680000000005,1.0522460970494518,hold
2023-11-03 12:00:00,1.06478,1.07244,1.06406,1.07148,29476,1,0,1.0636074999521012,1.0615435171340466,1.0606020483971317,1.0600300838309948,1.0596035292212307,1.069441215954464,1.0603495000000005,1.051257784045537,hold
2023-11-03 16:00:00,1.07161,1.07466,1.06934,1.07365,26434,2,0,1.0654334090517192,1.0626965155022325,1.0614438517263491,1.0606944699855803,1.060154371212555,1.0711375298513934,1.0606900000000006,1.0502424701486077,hold
2023-11-03 20:00:00,1.07365,1.07397,1.07223,1.07292,4716,0,0,1.066794607405952,1.0636701806924962,1.0621842483891653,1.061290837303357,1.0606549841061803,1.0730415778673619,1.0613165000000007,1.0495914221326395,hold
2023-11-06 00:00:00,1.07215,1.07332,1.07166,1.07282,4745,0,0,1.0678901333321424,1.0645415920551156,1.062870425912445,1.061853235483681,1.0611320435529967,1.074679231340956,1.0620830000000008,1.0494867686590454,hold
2023-11-06 04:00:00,1.07283,1.07387,1.07262,1.0735999999999999,4305,0,0,1.0689282909081164,1.065404297573676,1.063562656498739,1.0624262483869158,1.0616209830215069,1.0762452724929616,1.0628870000000006,1.0495287275070395,hold
2023-11-06 08:00:00,1.07354,1.07561,1.07315,1.07471,10718,1,0,1.0699795107430041,1.0662905549476116,1.0642818399504335,1.0630254557826762,1.0621342778049774,1.0777791350966899,1.0637780000000006,1.0497768649033112,hold
2023-11-06 12:00:00,1.07471,1.07557,1.07351,1.07373,8111,0,0,1.0706614178806397,1.0669990735240296,1.0648913986633088,1.0635476286713261,1.0625890120087038,1.0788793703163262,1.0646255000000007,1.0503716296836751,hold
2023-11-06 16:00:00,1.07373,1.07491,1.0726,1.07355,9602,0,0,1.0711866146296143,1.0676229712836458,1.0654500181043858,1.0640355492239442,1.0630188546750292,1.0795842414246168,1.0655575000000008,1.0515307585753848,hold
2023-11-06 20:00:00,1.07354,1.07368,1.07157,1.07168,4940,0,0,1.0712763210605936,1.0680093549709178,1.065851952420232,1.0644084492618004,1.0633585074328713,1.0795140059488915,1.0664870000000009,1.0534599940511102,hold
2023-11-07 00:00:00,1.07172,1.07221,1.07078,1.07102,2698,0,0,1.0712297172313947,1.0682960830689257,1.0661853748447332,1.0647309639319564,1.0636589581217784,1.0790417659329157,1.0673700000000008,1.055698234067086,hold
2023-11-07 04:00:00,1.07102,1.07136,1.07049,1.07103,3398,0,0,1.0711934050075047,1.0685564561099803,1.0664979313063634,1.065038233984056,1.0639480185875911,1.0787950044318753,1.0680780000000007,1.0573609955681262,hold
2023-11-07 08:00:00,1.07104,1.07115,1.06829,1.06836,8468,0,0,1.0706782404606856,1.068537746004268,1.066618064770469,1.0652002713506874,1.064121037466509,1.0785226225088194,1.0685080000000007,1.058493377491182,hold
2023-11-07 12:00:00,1.06834,1.06973,1.0665499999999999,1.0676,10183,1,0,1.0701185603769245,1.0684484368610043,1.066681415430439,1.0653173312848,1.0642574673697833,1.0780869474518235,1.0689025000000005,1.0597180525481775,hold
2023-11-07 16:00:00,1.06762,1.06926,1.0664,1.06771,13545,2,0,1.0696806403083927,1.0683781095409086,1.0667477757252495,1.065434046831883,1.0643928608062625,1.0778758256355176,1.0691700000000004,1.0604641743644831,hold
2023-11-07 20:00:00,1.06772,1.07046,1.06759,1.06993,6404,0,0,1.0697259784341393,1.0685259086322505,1.066953080517169,1.0656533616205717,1.0646100035197423,1.0778996388022464,1.0694280000000005,1.0609563611977546,hold
2023-11-08 00:00:00,1.06992,1.07004,1.06863,1.06916,2512,0,0,1.0696230732642957,1.068586298286322,1.0670954624192872,1.0658244171512754,1.0647884347542622,1.0776600451669454,1.0697450000000006,1.0618299548330559,hold
2023-11-08 04:00:00,1.06917,1.0699,1.06852,1.0686,3032,0,0,1.0694370599435146,1.068587603211434,1.0671925293599784,1.065959811436579,1.064937907901154,1.0771797547455908,1.0700750000000006,1.0629702452544103,hold
2023-11-08 08:00:00,1.0686,1.06879,1.06602,1.06651,8357,0,0,1.0689048672265118,1.0683897362389165,1.067148495207722,1.0659866499030872,1.064999558571697,1.07664695122658,1.0702910000000005,1.0639350487734212,hold
2023-11-08 12:00:00,1.0665,1.0677699999999999,1.06593,1.06692,8524,0,0,1.0685439822762368,1.0682497613590196,1.0671337535814174,1.0660321791761074,1.065074870000258,1.0761272419693155,1.0704885000000004,1.0648497580306853,hold
2023-11-08 16:00:00,1.06692,1.07159,1.06689,1.07077,13733,1,0,1.0689487127714665,1.068489784086732,1.0673683501245517,1.066263292387029,1.0652982084316203,1.0757834058233833,1.0707875000000004,1.0657915941766176,hold
2023-11-08 20:00:00,1.07077,1.0714,1.06997,1.07083,5858,0,0,1.0692907649948362,1.0687126617927576,1.0675916823745808,1.066486058612052,1.0655151414343018,1.0757409101471458,1.0707550000000006,1.0657690898528553,hold
2023-11-09 00:00:00,1.0706,1.07144,1.07023,1.07118,2577,0,0,1.0696342622685022,1.0689476463839236,1.0678231867375112,1.0667150313626834,1.065737292750604,1.0754437978915334,1.0706315000000004,1.0658192021084674,hold
2023-11-09 04:00:00,1.07116,1.07156,1.0702099999999999,1.07026,2194,0,0,1.069748032765138,1.0690726324425976,1.0679804004963815,1.0668879566620646,1.0659146538192077,1.0751961175872806,1.0704985000000005,1.0658008824127203,hold
2023-11-09 08:00:00,1.07025,1.07097,1.06935,1.06975,6869,0,0,1.0697483904442038,1.0691371436385406,1.0680945682062926,1.067027568532208,1.066065059551788,1.0749283983022802,1.0703450000000003,1.0657616016977205,hold
2023-11-09 12:00:00,1.06976,1.07087,1.06802,1.07073,8949,0,0,1.069926864908894,1.069288844244394,1.0682645960639512,1.067208174945271,1.0662479983928945,1.074541524308258,1.0702015000000005,1.065861475691743,hold
2023-11-09 16:00:00,1.07074,1.07253,1.06998,1.07046,13111,1,0,1.0700237985618224,1.069400382887785,1.0684062350275672,1.0673668005576968,1.0664131749265067,1.0738104180609362,1.0699890000000005,1.0661675819390648,hold
2023-11-09 20:00:00,1.07046,1.07055,1.06599,1.06674,19355,2,0,1.0694267442778547,1.0691470130889482,1.0682987359935308,1.067336224920736,1.0664259915960554,1.073303762408206,1.0696395000000005,1.065975237591795,hold
2023-11-10 00:00:00,1.06674,1.06748,1.0661100000000001,1.06717,2857,0,0,1.0690164271364264,1.068958726128096,1.068225914316529,1.0673281163880173,1.0664551683962102,1.0726643090552213,1.0693205000000003,1.0659766909447794,hold
2023-11-10 04:00:00,1.06717,1.06742,1.06658,1.0669,2229,0,0,1.0686316222025307,1.068762656973039,1.068140371457398,1.0673072326617725,1.0664726127728295,1.072399766263759,1.0690815000000005,1.065763233736242,hold
2023-11-10 08:00:00,1.0669,1.06799,1.0656,1.06771,7636,1,0,1.0684640545293431,1.0686624039279877,1.0681126055569208,1.067326879849003,1.0665211377621302,1.0721603760565943,1.0689160000000004,1.0656716239434065,hold
2023-11-10 12:00:00,1.06772,1.06926,1.06692,1.06886,12076,0,0,1.068536044614917,1.0686812226015128,1.0681608245532486,1.067401666197832,1.06661285784989,1.0719035805861588,1.0688075000000006,1.0657114194138424,hold
2023-11-10 16:00:00,1.06887,1.06895,1.06624,1.06791,20182,2,0,1.0684222183212957,1.0686077728299401,1.0681446423240069,1.0674264629686696,1.0666637261695022,1.0719002431681188,1.0687850000000005,1.0656697568318823,hold
2023-11-10 20:00:00,1.06791,1.06874,1.06729,1.06845,7664,1,0,1.0684272695356054,1.0685927468461363,1.0681643428192322,1.0674763916043442,1.0667337761236395,1.0718998142733969,1.0688275000000007,1.0657551857266045,hold
